Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Cuttino Mobley,11,Philadelphia,Pennsylvania,USA,New York,11,747,27618,0.433,0.378,2902,16
Earl Monroe,13,Philadelphia,Pennsylvania,USA,New York,12,926,29636,0.464,,2796,18.8
Johnny Moore,9,Altoona,Pennsylvania,USA,San Antonio,8,520,13430,0.46,0.251,1548,9.4
Doug Overton,11,Philadelphia,Pennsylvania,USA,Los Angeles,11,499,7275,0.412,0.319,654,4.5
Billy Owens,10,Carlisle,Pennsylvania,USA,Portland,10,600,17619,0.481,0.291,4016,11.7
Andy Panko,1,Harrisburg,Pennsylvania,USA,,0,1,1,,,0,0
Tom Piotrowski,1,West Chester,Pennsylvania,USA,Portland,0,18,78,0.462,,16,1.7
Dave Popson,3,Kingston,Pennsylvania,USA,Milwaukee,2,41,196,0.405,0,46,1.9
Jeremy Richardson,3,Allentown,Pennsylvania,USA,Orlando,3,45,245,0.333,0.385,25,1.9
Pooh Richardson,10,Philadelphia,Pennsylvania,USA,,9,639,19399,0.444,0.329,1807,11.1
Malik Rose,13,Philadelphia,Pennsylvania,USA,Oklahoma City,13,813,13404,0.437,0.177,3371,6.2
Ron Rowan,1,New Brighton,Pennsylvania,USA,Portland,0,7,16,0.444,1,1,1.7
John Salmons,13,Philadelphia,Pennsylvania,USA,,12,895,23672,0.431,0.366,2603,9.3
Mustafa Shakur,2,Philadelphia,Pennsylvania,USA,,2,25,170,0.339,0.091,22,2.1
Lionel Simmons,7,Philadelphia,Pennsylvania,USA,Sacramento,6,454,13472,0.433,0.305,2833,12.8
Sean Singletary,1,Philadelphia,Pennsylvania,USA,Charlotte,1,37,303,0.365,0.4,35,2.4
Steven Smith,1,Philadelphia,Pennsylvania,USA,,1,8,28,0.25,,6,0.6
Larry Stewart,5,Philadelphia,Pennsylvania,USA,Seattle,4,270,5415,0.509,0.205,1077,7.4
Bob Sura,10,Wilkes-Barre,Pennsylvania,USA,Houston,10,657,15597,0.414,0.325,2240,8.6
Wally Walker,8,Millersville,Pennsylvania,USA,Houston,7,565,10168,0.467,0.2,1759,7
Rasheed Wallace,16,Philadelphia,Pennsylvania,USA,,15,1109,36243,0.467,0.336,7404,14.4
Matt Walsh,1,Holland,Pennsylvania,USA,,1,2,3,1,,0,1
Hakim Warrick,8,Philadelphia,Pennsylvania,USA,,7,526,10624,0.49,0.191,2117,9.4
Maalik Wayns,2,Philadelphia,Pennsylvania,USA,,2,29,211,0.3,0.226,9,2.7
Brant Weidner,1,Orefield,Pennsylvania,USA,San Antonio,0,8,38,0.222,,11,1
Doug West,12,Altoona,Pennsylvania,USA,,11,676,16649,0.481,0.191,1670,9.6
Rodney White,4,Philadelphia,Pennsylvania,USA,Golden State,4,218,3354,0.424,0.314,485,7.1
Alvin Williams,9,Philadelphia,Pennsylvania,USA,,8,460,12610,0.421,0.313,1140,9
Randy Woods,4,Philadelphia,Pennsylvania,USA,Denver,3,151,1093,0.34,0.305,93,2.4
Tom Garrick,4,West Warwick,Rhode Island,USA,Dallas,3,251,4718,0.469,0.083,501,5.4
Ricky Ledo,2,Providence,Rhode Island,USA,New York,1,28,277,0.336,0.371,38,3.9
Willie Anderson,9,Greenville,South Carolina,USA,Miami,8,555,15974,0.471,0.266,2082,12.2
Winford Boynes,3,Greenville,South Carolina,USA,Dallas,2,177,3035,0.435,0,363,8.4
Kevin Brooks,3,Beaufort,South Carolina,USA,Denver,2,126,1031,0.401,0.2,141,3.3
Kwame Brown,12,Charleston,South Carolina,USA,Philadelphia,12,607,13389,0.492,0.111,3333,6.6
Pete Chilcutt,9,Sumter,South Carolina,USA,Los Angeles,8,584,8394,0.441,0.381,1935,4.3
Tyrone Corbin,16,Columbia,South Carolina,USA,,15,1065,27657,0.456,0.299,5046,9.2
Michael Dickerson,5,Greenville,South Carolina,USA,Memphis,5,212,7490,0.432,0.402,609,15.4
Alex English,15,Columbia,South Carolina,USA,Dallas,14,1193,38063,0.507,0.217,6538,21.5
Kevin Garnett,21,Mauldin,South Carolina,USA,Minnesota,21,1462,50418,0.497,0.275,14662,17.8
Mike Gibson,2,Williamsburg County,South Carolina,USA,Detroit,1,64,390,0.387,,106,1.6
Tom Henderson,9,Newberry,South Carolina,USA,Houston,8,650,17690,0.433,0,1494,9.4
Harold Jamison,2,Orangeburg,South Carolina,USA,Cleveland,2,37,250,0.46,,60,1.9
Anthony Johnson,13,Charleston,South Carolina,USA,Orlando,13,793,15552,0.414,0.356,1358,5.6
Xavier Mcdaniel,12,Columbia,South Carolina,USA,,11,870,25201,0.485,0.261,5313,15.6
Mikki Moore,13,Orangeburg,South Carolina,USA,Golden State,13,564,10257,0.551,0.154,2196,5.8
Larry Nance,13,Anderson,South Carolina,USA,Cleveland,12,920,30697,0.546,0.145,7352,17.1
Jermaine O'Neal,18,Columbia,South Carolina,USA,Golden State,17,1011,27364,0.467,0.147,7261,13.2
Josh Powell,7,Charleston,South Carolina,USA,Houston,7,316,3966,0.438,0.35,932,3.9
Laron Profit,4,Charleston,South Carolina,USA,,3,135,1537,0.419,0.236,209,3.3
Clifford Ray,10,Union,South Carolina,USA,Golden State,9,784,19940,0.524,0,6953,7.4
Stanley Roberts,8,Hopkins,South Carolina,USA,,8,300,5869,0.499,0,1549,8.5
John Shumate,5,Greenville,South Carolina,USA,Seattle,4,318,9201,0.516,0,2388,12.3
Jayson Williams,9,Ritter,South Carolina,USA,,8,475,9805,0.44,0.125,3584,7.3
Travis Williams,2,Columbia,South Carolina,USA,,1,47,427,0.47,0,111,3.2
Leon Wood,6,Columbia,South Carolina,USA,Sacramento,5,274,4531,0.392,0.326,316,6.4
Jared Reiner,2,Tripp,South Dakota,USA,Milwaukee,2,46,376,0.342,,109,1.2
Jon Sundvold,9,Sioux Falls,South Dakota,USA,Miami,8,502,8811,0.452,0.392,554,7.7
Vincent Askew,9,Memphis,Tennessee,USA,,8,467,9361,0.479,0.3,1176,7.1
Corey Beck,3,Memphis,Tennessee,USA,Charlotte,2,88,951,0.451,0.6,125,2.7
William Bedford,6,Memphis,Tennessee,USA,San Antonio,5,238,2514,0.416,0.318,573,4.1
Antonio Burks,2,Memphis,Tennessee,USA,Memphis,1,81,789,0.387,0.235,49,2.3
Derrick Byars,1,Memphis,Tennessee,USA,San Antonio,1,2,37,0.273,0,11,5
Rodney Carney,5,Memphis,Tennessee,USA,,4,299,4600,0.422,0.338,588,5.9
Carlos Clark,2,Somerville,Tennessee,USA,Boston,1,93,689,0.407,0,86,2.4
Coty Clarke,1,Antioch,Tennessee,USA,,0,3,6,0.5,1,1,2
Lester Conner,12,Memphis,Tennessee,USA,Los Angeles,11,687,14970,0.453,0.202,1861,6.3
Tony Delk,10,Covington,Tennessee,USA,Detroit,9,545,11702,0.408,0.343,1351,9.1
Chris Garner,2,Memphis,Tennessee,USA,Golden State,2,46,442,0.28,0.19,36,1.6
Calvin Garrett,4,Parsons,Tennessee,USA,Los Angeles,3,166,3008,0.457,0.3,436,5.2
Sylvester Gray,1,Millington,Tennessee,USA,Miami,0,55,1220,0.42,0.25,286,8
Marcus Haislip,4,Lewisburg,Tennessee,USA,,3,89,854,0.437,0.35,131,3.5
Steve Hamer,1,Memphis,Tennessee,USA,Boston,0,35,268,0.526,0,60,2.2
Anfernee Hardaway,14,Memphis,Tennessee,USA,,13,704,23711,0.458,0.316,3146,15.2
David Harrison,4,Nashville,Tennessee,USA,Indiana,4,189,2686,0.53,,549,5
Trenton Hassell,9,Clarksville,Tennessee,USA,New Jersey,9,644,16278,0.445,0.318,1826,5.8
Kirk Haston,2,Loblesville,Tennessee,USA,New Orleans,2,27,134,0.232,0,27,1.2
Cedric Henderson,5,Memphis,Tennessee,USA,Milwaukee,5,260,6182,0.436,0.14,755,7.3
Keith Herron,3,Memphis,Tennessee,USA,Cleveland,2,124,2620,0.438,0.167,242,9.8
Lester Hudson,4,Memphis,Tennessee,USA,Los Angeles,4,57,594,0.375,0.277,77,4.7
Abdul Jeelani,2,Bells,Tennessee,USA,Dallas,1,143,2394,0.473,0,500,9
Dontae' Jones,1,Nashville,Tennessee,USA,Boston,0,15,91,0.333,0.261,9,2.9
Popeye Jones,11,Dresden,Tennessee,USA,Golden State,11,535,12579,0.447,0.281,3981,7
Ryan Lorthridge,1,Nashville,Tennessee,USA,Golden State,0,37,672,0.475,0.214,71,7.4
Malcolm Mackey,1,Chattanooga,Tennessee,USA,Phoenix,0,22,69,0.378,0,24,1.5
Hank Mcdowell,6,Memphis,Tennessee,USA,Milwaukee,5,206,1857,0.451,0,464,2.9
Darnell Mee,2,Cleveland,Tennessee,USA,Denver,1,40,293,0.312,0.222,36,1.9
Ron Mercer,8,Nashville,Tennessee,USA,,8,432,13418,0.429,0.25,1342,13.6
Elliot Perry,10,Memphis,Tennessee,USA,,9,549,9501,0.459,0.359,742,6.3
Anthony Roberts,5,Chattanooga,Tennessee,USA,Denver,4,213,3867,0.412,0,837,7.8
Doug Roth,1,Knoxville,Tennessee,USA,Washington,0,42,412,0.43,0,120,1.9
Campy Russell,9,Jackson,Tennessee,USA,Cleveland,8,566,16781,0.459,0.366,2696,15.8
Alvin Scott,8,Cleveland,Tennessee,USA,Phoenix,7,627,10853,0.481,0.2,1992,4.9
Mckinley Singleton,1,Memphis,Tennessee,USA,New York,0,2,10,0.667,0,0,2
Ryan Stack,2,Nashville,Tennessee,USA,,1,43,397,0.352,0,79,2.3
Jarnell Stokes,3,Memphis,Tennessee,USA,,3,28,151,0.581,,40,2.4
Johnny Taylor,3,Chattanooga,Tennessee,USA,Orlando,2,54,866,0.402,0.394,120,4.7
Adonis Thomas,1,Memphis,Tennessee,USA,Philadelphia,1,6,37,0.429,0.2,3,2.3
Paul Thompson,3,Smyrna,Tennessee,USA,Philadelphia,2,154,3105,0.432,0.21,533,8.9
Andre Turner,6,Memphis,Tennessee,USA,Washington,5,170,2523,0.422,0.237,263,4.5
Elston Turner,8,Knoxville,Tennessee,USA,Denver,7,505,9006,0.432,0.152,1375,4.7
Willie White,2,Memphis,Tennessee,USA,Denver,1,82,577,0.432,0.313,80,3.7
James Wilkes,3,Nashville,Tennessee,USA,Detroit,2,114,1531,0.463,0,274,4.8
Elliot Williams,4,Memphis,Tennessee, ,,5,109,1470,0.421,0.31,161,4.9
Shawne Williams,7,Memphis,Tennessee,USA,Detroit,7,314,5368,0.403,0.339,945,5.6
Qyntel Woods,4,Memphis,Tennessee,USA,New York,3,167,2060,0.452,0.357,385,4.1
Lorenzen Wright,13,Memphis,Tennessee,USA,Cleveland,13,778,18535,0.459,0.069,4943,8
Vincent Yarbrough,1,Cleveland,Tennessee,USA,Denver,1,59,1381,0.393,0.269,162,6.9
Greg Anderson,10,Houston,Texas,USA,Atlanta,9,680,14040,0.492,0.087,4246,7.3
Chris Babb,1,Arlington,Texas, ,Boston,2,14,132,0.267,0.222,17,1.6
Maceo Baston,4,Corsicana,Texas,USA,Indiana,4,105,831,0.616,0.375,175,2.7
Tony Battie,14,Dallas,Texas,USA,Philadelphia,14,837,17649,0.488,0.162,4287,6.1
Mario Bennett,4,Denton,Texas,USA,Atlanta,4,68,606,0.534,0.333,182,4
Lance Blanks,3,Del Rio,Texas,USA,Minnesota,2,142,1045,0.436,0.253,110,2
Mookie Blaylock,13,Garland,Texas,USA,,12,889,31026,0.409,0.336,3659,13.5
Chris Bosh,13,Dallas,Texas,USA,Miami,13,893,31936,0.494,0.335,7592,19.2
David Burns,1,Dallas,Texas,USA,Denver,0,9,87,0.438,,5,2.6
Adrian Caldwell,6,Falls County,Texas,USA,,5,197,1603,0.485,0,496,2
Jimmy Carruth,1,El Paso,Texas,USA,,0,4,21,0.667,,4,1.3
Ron Cavenall,2,Beaumont,Texas,USA,New Jersey,1,58,669,0.337,,168,1.4
John Celestand,1,Houston,Texas,USA,New Jersey,1,16,185,0.333,0.222,11,2.3
Joe Cooper,3,Houston,Texas,USA,Seattle,2,24,389,0.506,,97,4.5
Eric Dawson,1,San Antonio,Texas,USA,,1,4,39,0.583,,10,3.8
Michael Doleac,10,San Antonio,Texas,USA,Minnesota,10,587,8789,0.439,0.125,1955,4.9
Pat Durham,2,Dallas,Texas,USA,Minnesota,1,64,930,0.469,0.192,108,5
Craig Ehlo,14,Lubbock,Texas,USA,,13,873,21071,0.453,0.369,3139,8.6
Andre Emmett,2,Dallas,Texas, ,,2,14,73,0.462,0,8,1.4
Earl Evans,1,Port Arthur,Texas,USA,Detroit,0,36,381,0.45,0.389,75,4.4
Alton Ford,3,Houston,Texas,USA,,3,73,524,0.507,,124,2.5
T.J. Ford,8,Houston,Texas,USA,,7,429,11882,0.433,0.289,1331,11.2
Courtney Fortson,1,San Antonio,Texas,USA,Houston,1,10,95,0.344,0.231,15,3.5
Jeff Foster,13,San Antonio,Texas,USA,Indiana,12,764,15750,0.497,0.13,5248,4.9
Daniel Gibson,7,Houston,Texas,USA,Cleveland,7,397,9316,0.402,0.407,792,7.8
Trey Gilder,1,Dallas,Texas,USA,,1,2,5,1,,1,1
Ricky Grace,1,Dallas,Texas,USA,Atlanta,0,3,8,0.667,,1,1.3
Mike Harris,4,Hillsboro,Texas,USA,,3,54,496,0.464,0,116,3.4
Terrel Harris,2,Dallas,Texas,USA,New Orleans,2,42,455,0.3,0.17,77,2.3
Skeeter Henry,1,Dallas,Texas,USA,Phoenix,0,4,15,0.2,0,2,1
Grant Hill,18,Dallas,Texas,USA,Los Angeles,17,1026,34776,0.483,0.314,6169,16.7
Stephen Howard,4,Dallas,Texas,USA,,3,120,784,0.481,,173,2.8
Cedric Hunter,1,Wichita Falls,Texas,USA,Charlotte,0,1,1,,,0,0
Stephen Jackson,14,Houston,Texas,USA,,13,858,27398,0.414,0.333,3328,15.1
Ivan Johnson,2,San Antonio,Texas,USA,Atlanta,2,125,1969,0.517,0.158,492,6.5
Larry Johnson,10,Tyler,Texas,USA,New York,9,707,25685,0.484,0.332,5300,16.2
Steffond Johnson,1,Longview,Texas,USA,Los Angeles,0,29,234,0.422,0,43,2.6
Damon Jones,11,Galveston,Texas,USA,Milwaukee,11,657,13461,0.407,0.39,1074,6.6
Dwight Jones,10,Houston,Texas,USA,Los Angeles,9,766,16452,0.471,0.5,4513,8.1
Greg Kite,12,Houston,Texas,USA,Indiana,11,680,10080,0.438,0.167,2607,2.5
Keith Langford,1,Fort Worth,Texas,USA,,0,2,10,0.25,,2,1
Acie Law,4,Dallas,Texas,USA,Golden State,4,188,2385,0.413,0.235,195,3.9
Alton Lister,16,Dallas,Texas,USA,Portland,15,953,18965,0.512,0.111,5996,6.6
Cartier Martin,7,Crockett,Texas,USA,Detroit,7,243,3351,0.392,0.372,463,5.1
Desmond Mason,10,Waxahachie,Texas,USA,,9,643,19641,0.449,0.26,2863,12.1
Michael Mcdonald,1,Longview,Texas,USA,,0,1,4,,,1,0
Ivan Mcfarlin,1,Missouri City,Texas,USA,,0,11,41,0.385,0,11,1.4
Mike Mcgee,9,Tyler,Texas,USA,Phoenix,8,520,9271,0.487,0.354,1112,9.6
Larry Micheaux,2,Houston,Texas,USA,Milwaukee,1,96,897,0.567,0,256,3.4
Oliver Miller,9,Fort Worth,Texas,USA,Minnesota,9,493,11338,0.534,0.116,2893,7.4
Randolph Morris,4,Houston,Texas,USA,Atlanta,4,74,438,0.426,,104,1.9
Toure' Murry,2,Houston,Texas,USA,,2,56,391,0.433,0.417,45,2.6
Kevin Ollie,13,Dallas,Texas,USA,Oklahoma City,13,662,10297,0.41,0.31,1018,3.8
Greg Ostertag,11,Dallas,Texas,USA,,10,756,14753,0.486,0.1,4145,4.6
Bo Outlaw,15,San Antonio,Texas,USA,,14,914,20740,0.567,0.079,4437,5.4
Kendrick Perkins,13,Nederland,Texas,USA,Cleveland,13,781,17147,0.53,0,4531,5.4
Ricky Pierce,16,Dallas,Texas,USA,Milwaukee,15,969,23665,0.493,0.322,2296,14.9
Dexter Pittman,4,Rosenberg,Texas,USA,,3,50,347,0.45,,89,2.3
Phil Pressey,3,Dallas,Texas,USA,,3,148,2015,0.341,0.254,216,3.2
Micheal Ray Richardson,8,Lubbock,Texas,USA,New Jersey,7,556,18589,0.457,0.22,3056,14.8
Lawrence Roberts,2,Houston,Texas,USA,Memphis,2,87,1150,0.452,0,310,3.8
Quinton Ross,7,Dallas,Texas,USA,,6,458,8458,0.419,0.318,947,4.1
Daniel Santiago,4,Lubbock,Texas,Puerto Rico,Milwaukee,4,122,1418,0.469,,260,3.4
Jason Sasser,2,Denton,Texas,USA,Sacramento,2,14,108,0.412,0.333,15,2.1
Jeryl Sasser,2,Dallas,Texas,USA,Orlando,2,82,1061,0.303,0.295,191,2.5
Dewayne Scales,3,Dallas,Texas,USA,Washington,2,49,521,0.417,0.167,140,4.6
Brian Skinner,14,Temple,Texas,USA,,13,608,10910,0.494,0.333,2841,4.7
Reggie Slater,8,Houston,Texas,USA,Minnesota,8,259,3513,0.484,0,768,5.6
Charles Smith,5,Fort Worth,Texas,USA,,4,142,1973,0.409,0.288,200,5.1
Labradford Smith,3,Bay City,Texas,USA,Sacramento,2,183,3131,0.432,0.298,271,6.7
Stevin Smith,1,Dallas,Texas,,Dallas,0,8,60,0.333,0.167,10,1.8
Terry Teagle,11,Broaddus,Texas,USA,Houston,10,687,14509,0.465,0.21,1803,11.6
Kurt Thomas,18,Dallas,Texas,USA,,17,1110,27160,0.486,0.281,7328,8.1
Brooks Thompson,4,Dallas,Texas,USA,,3,168,1714,0.409,0.376,158,4.5
Darren Tillis,2,Dallas,Texas,USA,Golden State,1,124,1256,0.423,0,314,3.4
B.J. Tyler,1,Galveston,Texas,USA,Philadelphia,0,55,809,0.381,0.314,62,3.5
Ben Uzoh,2,Houston,Texas,USA,Toronto,2,60,808,0.395,0.333,128,4
Willie Warren,1,Dallas,Texas,USA,Los Angeles,1,19,134,0.371,0.333,12,1.9
Spud Webb,12,Dallas,Texas,USA,,11,814,20288,0.452,0.314,1742,9.9
David Wesley,14,San Antonio,Texas,USA,Cleveland,14,949,30272,0.424,0.368,2405,12.5
Micheal Williams,10,Dallas,Texas,USA,,9,413,10403,0.464,0.227,1050,11
Rob Williams,2,Houston,Texas,USA,Denver,1,153,3367,0.439,0.274,330,8.6
Sean Williams,4,Houston,Texas,USA,Boston,4,137,1978,0.511,0,472,4.2
Rickie Winslow,1,Houston,Texas,USA,Milwaukee,0,7,45,0.231,0,7,1
Bracey Wright,2,The Colony,Texas,USA,Minnesota,1,26,325,0.405,0.324,39,5
Michael Young,3,Houston,Texas,USA,Los Angeles,2,49,472,0.465,0.296,88,4.6
Lance Allred,1,Salt Lake City,Utah,USA,Cleveland,1,3,10,0.25,,1,1
Devin Brown,8,Salt Lake City,Utah,USA,Chicago,8,465,9022,0.401,0.338,1288,7.2
Tom Chambers,16,Ogden,Utah,USA,,15,1107,33922,0.468,0.307,6703,18.1
Devin Durrant,2,Provo,Utah,USA,Phoenix,1,63,807,0.414,0,132,5
Josh Grant,1,Salt Lake City,Utah,USA,Golden State,0,53,382,0.404,0.279,89,3
Travis Hansen,1,Provo,Utah,USA,Atlanta,1,41,507,0.354,0.3,70,3
Britton Johnsen,2,Salt Lake City,Utah,USA,,1,26,377,0.284,0.063,55,2.1
Jeff Judkins,5,Salt Lake City,Utah,USA,Portland,4,272,3421,0.478,0.315,427,5.4
Travis Knight,7,Salt Lake City,Utah,USA,New York,7,371,4566,0.438,0.259,1160,3.4
Pace Mannion,6,Salt Lake City,Utah,USA,Atlanta,5,216,2125,0.413,0.203,259,3.1
Scot Pollard,11,Murray,Utah,USA,Boston,11,506,8372,0.494,0,2351,4.4
Fred Roberts,13,Provo,Utah,USA,,12,818,14703,0.502,0.325,2308,7.3
Byron Scott,14,Ogden,Utah,USA,Los Angeles,13,1073,30152,0.482,0.37,2987,14.1
Danny Vranes,7,Salt Lake City,Utah,USA,Philadelphia,6,510,10624,0.496,0.105,1998,5.1
Cory Alexander,7,Waynesboro,Virginia,USA,Charlotte,7,307,4847,0.389,0.354,481,5.5
Jerrelle Benimon,1,Warrenton,Virginia,USA,,0,2,3,,,3,0
Keith Bogans,11,Alexandria,Virginia,USA,Boston,10,671,14527,0.394,0.353,1817,6.3
Cal Bowdler,3,Sharps,Virginia,USA,Atlanta,2,142,1383,0.404,0.182,272,3
Bimbo Coles,14,Covington,Virginia,USA,Miami,14,852,20319,0.425,0.267,1820,7.8
Dell Curry,16,Harrisonburg,Virginia,USA,Toronto,15,1083,23549,0.457,0.402,2617,11.7
Bob Dandridge,13,Richmond,Virginia,USA,Milwaukee,12,839,29502,0.484,0.167,5715,18.5
Mark Davis,1,Chesapeake,Virginia,USA,Phoenix,0,33,258,0.48,0.1,37,3.8
Terry Davis,10,Danville,Virginia,USA,Denver,9,480,10369,0.472,0.158,2887,6.4
Andre Dawkins,1,Fairfax,Virginia,USA,,0,4,22,0.167,0.167,2,0.8
Gerald Henderson,13,Richmond,Virginia,USA,Detroit,12,871,18856,0.472,0.332,1453,8.9
Allen Iverson,14,Hampton,Virginia,USA,Philadelphia,14,914,37584,0.425,0.313,3394,26.7
Michael Jackson,3,Fairfax,Virginia,USA,Sacramento,2,89,888,0.369,0.273,70,2.1
Keith Jennings,3,Culpepper,Virginia,USA,Golden State,2,164,2955,0.436,0.374,248,6.6
Jerome Kersey,17,Clarksville,Virginia,USA,,16,1153,28115,0.465,0.201,6339,10.3
John Kuester,3,Richmond,Virginia,USA,Indiana,2,135,1527,0.427,0,141,3.3
George Lynch,12,Roanoke,Virginia,USA,New Orleans,12,774,17683,0.446,0.306,3902,6.6
Vernon Macklin,1,Portsmouth,Virginia,USA,Detroit,1,23,135,0.543,,34,2
Kendall Marshall,4,Dumfries,Virginia,USA,Philadelphia,4,160,3083,0.399,0.37,253,5
Tony Massenburg,13,Sussex,Virginia,USA,San Antonio,13,683,12291,0.47,0.091,2964,6.2
Guy Morgan,1,Virginia Beach,Virginia,USA,Indiana,0,8,46,0.292,,17,1.9
Isaiah Morris,1,Richmond,Virginia,USA,Detroit,0,25,102,0.456,,12,2.2
Alonzo Mourning,15,Chesapeake,Virginia,USA,Miami,15,838,25975,0.527,0.247,7137,17.1
Johnny Newman,16,Danville,Virginia,USA,Dallas,15,1159,28435,0.461,0.336,2536,11
David Pope,2,Newport News,Virginia,USA,Seattle,1,33,203,0.356,0.5,29,1.9
Paul Pressey,11,Richmond,Virginia,USA,Golden State,11,724,19659,0.485,0.222,2798,10.6
J.R. Reid,11,Virginia Beach,Virginia,USA,,10,672,15370,0.472,0.135,3381,8.5
Ralph Sampson,9,Harrisonburg,Virginia,USA,Washington,8,456,13591,0.486,0.172,4011,15.4
Joe Smith,16,Norfolk,Virginia,USA,Los Angeles,16,1030,27022,0.455,0.238,6575,10.9
Rory Sparrow,12,Suffolk,Virginia,USA,Los Angeles,11,836,22550,0.466,0.26,1755,9
Bryant Stith,10,Emporia,Virginia,USA,Los Angeles,10,586,16417,0.424,0.329,1983,10.1
Lamont Strothers,2,Nansemond County,Virginia,USA,Dallas,1,13,155,0.329,0.133,15,4.6
Linton Townes,3,Richmond,Virginia,USA,San Antonio,2,60,543,0.44,0.36,67,4.3
Jarvis Varnado,2,Fairfax,Virginia,USA,Philadelphia,1,37,397,0.582,,72,2.9
Jamie Waller,1,South Boston,Virginia,USA,New Jersey,0,9,91,0.4,0,13,4.7
Mark West,17,Petersburg,Virginia,USA,,16,1090,20213,0.58,0,5347,5.7
Monty Williams,9,Fredericksburg,Virginia,USA,Philadelphia,9,456,7624,0.481,0.111,1296,6.3
Reggie Williams,7,Prince George,Virginia,USA,,6,205,3720,0.456,0.366,493,7.8
Othell Wilson,2,Alexandria,Virginia,USA,Sacramento,1,127,2049,0.454,0.176,212,4.2
Ricky Wilson,1,Hampton,Virginia,USA,San Antonio,0,24,420,0.391,0.385,27,5.2
Jon Brockman,3,Snohomish,Washingon,USA,Milwaukee,3,150,1570,0.488,0,472,2.1
Kevin Burleson,1,Seattle,Washingon,USA,Charlotte,1,39,340,0.25,0.185,26,1.8
Mike Champion,1,Everett,Washingon,USA,Seattle,0,2,4,0,0,0,0
Doug Christie,15,Seattle,Washingon,USA,,14,827,26079,0.426,0.354,3382,11.2
John Coker,3,Richland,Washingon,USA,,2,25,141,0.409,,29,1.6
James Edwards,19,Seattle,Washingon,USA,Chicago,18,1168,28356,0.495,0.048,6004,12.7
Richie Frahm,4,Battle Ground,Washingon,USA,,3,140,1473,0.411,0.356,164,3.6
Steve Hawes,10,Seattle,Washingon,USA,Seattle,9,688,15831,0.483,0.298,4272,8.4
Mark Hendrickson,4,Mount Vernon,Washingon,USA,,3,114,1508,0.416,0.167,316,3.3
Cory Jefferson,2,Tacoma,Washingon,USA,,2,58,581,0.444,0.125,161,3.5
Paul Mokeski,12,Spokane,Washingon,USA,Golden State,11,694,9739,0.451,0.216,2342,4
Darren Morningstar,1,Stevenson,Washingon,USA,Utah,0,23,367,0.476,,81,4.2
Brian Quinnett,3,Pullman,Washingon,USA,Dallas,2,138,1530,0.414,0.326,224,3.4
Mark Radford,2,Tacoma,Washingon,USA,Seattle,1,97,808,0.507,0.286,76,3.6
Blair Rasmussen,8,Auburn,Washingon,USA,Atlanta,7,532,11409,0.472,0.257,3006,9.6
Clint Richardson,8,Seattle,Washingon,USA,Indiana,7,586,11818,0.463,0.244,1378,7
Nate Robinson,11,Seattle,Washingon,USA,,10,618,13878,0.423,0.36,1446,11
Brandon Roy,6,Seattle,Washingon,USA,Minnesota,5,326,11561,0.459,0.348,1388,18.8
Peyton Siva,1,Seattle,Washingon,USA,Detroit,0,24,224,0.316,0.28,14,2.3
John Stockton,19,Spokane,Washingon,USA,Utah,18,1504,47764,0.515,0.384,4051,13.1
John Stroeder,2,Bremerton,Washingon,USA,Golden State,1,46,293,0.369,0,85,1.8
Bryan Warrick,4,Moses Lake,Washingon,USA,Milwaukee,3,169,2379,0.443,0.208,218,4
Martell Webster,10,Edmonds,Washingon,USA,Washington,10,580,13914,0.418,0.382,1811,8.7
Marcus Williams,2,Seattle,Washingon,USA,San Antonio,2,13,39,0.318,,12,1.1
Terrence Williams,4,Seattle,Washingon,USA,Boston,4,153,2922,0.412,0.317,545,7.1
David Wood,7,Spokane,Washingon,USA,Milwaukee,6,412,5551,0.449,0.338,1004,3.9
Tony Wroten,4,Seattle,Washingon,USA,New York,4,145,3076,0.413,0.231,363,11.1
Phil Zevenbergen,1,Seattle,Washingon,USA,San Antonio,0,8,58,0.556,,13,3.8
Dave Jamerson,3,Clarksburg,West Virginia,USA,New Jersey,2,90,594,0.392,0.277,77,3.4
Dwayne Jones,5,Morgantown,West Virginia,USA,Golden State,6,82,636,0.508,0,191,1.3
Earl Jones,2,Oak Hill,West Virginia,USA,Milwaukee,1,14,50,0.385,,10,0.9
O.J. Mayo,8,Huntington,West Virginia,USA,Milwaukee,8,547,16919,0.429,0.373,1706,13.8
Kevin Salvadori,2,Wheeling,West Virginia,USA,,1,39,241,0.283,,45,1.1
Tamar Slay,3,Beckley,West Virginia,USA,,3,66,517,0.361,0.265,70,2.6
Henry Walker,5,Huntington,West Virginia,USA,Miami,4,181,3016,0.446,0.369,401,6
Jason Williams,12,Belle,West Virginia,USA,,11,788,23188,0.398,0.327,1810,10.5
Tony Bennett,3,Green Bay,Wisconsin,USA,Charlotte,2,152,1886,0.412,0.335,155,3.5
Fred Brown,13,Milwaukee,Wisconsin,USA,Seattle,12,963,24422,0.478,0.373,2637,14.6
Rodney Buford,5,Milwaukee,Wisconsin,USA,New Jersey,5,230,4182,0.412,0.3,598,6.4
Caron Butler,14,Racine,Wisconsin,USA,Sacramento,14,881,28333,0.434,0.348,4387,14.1
